"iGEM_ID";"composition";"Locus";"Type";"length"
"BBa_K1036000";"BBa_C0062";"178--933";"brick";2687
"BBa_K1036000";"BBa_R0063";"1--151";"brick";2687
"BBa_K1036000";"BBa_B0010";"967--1046";"brick";2687
"BBa_K1036000";"BBa_B0010";"2559--2638";"brick";2687
"BBa_K1036000";"BBa_R0062";"1104--1158";"brick";2687
"BBa_K1036000";"BBa_B0012";"1055--1095";"brick";2687
"BBa_K1036000";"BBa_B0012";"2647--2687";"brick";2687
"BBa_K1036000";"BBa_B0034";"160--171";"brick";2687
"BBa_K1036000";"BBa_B0034";"1167--1178";"brick";2687
"BBa_K1036002";"BBa_K546000";"923--2886";"brick";2886
"BBa_K1036002";"BBa_F2621";"923--2080";"brick";2886
"BBa_K1036002";"BBa_I763020";"1--914";"brick";2886
"BBa_K1036002";"BBa_K082014";"2089--2886";"brick";2886
"BBa_K1036002";"BBa_J04031";"19--777";"brick";2886
"BBa_K1036002";"BBa_C0062";"1100--1855";"brick";2886
"BBa_K1036002";"BBa_E0040";"19--738";"brick";2886
"BBa_K1036002";"BBa_C0261";"2089--2749";"brick";2886
"BBa_K1036002";"BBa_C0061";"2107--2724";"brick";2886
"BBa_K1036002";"BBa_R0063";"923--1073";"brick";2886
"BBa_K1036002";"BBa_B0015";"2758--2886";"brick";2886
"BBa_K1036002";"BBa_B0010";"786--865";"brick";2886
"BBa_K1036002";"BBa_B0010";"1889--1968";"brick";2886
"BBa_K1036002";"BBa_B0010";"2758--2837";"brick";2886
"BBa_K1036002";"BBa_R0062";"2026--2080";"brick";2886
"BBa_K1036002";"BBa_B0012";"874--914";"brick";2886
"BBa_K1036002";"BBa_B0012";"1977--2017";"brick";2886
"BBa_K1036002";"BBa_B0012";"2846--2886";"brick";2886
"BBa_K1036002";"BBa_B0034";"1--12";"brick";2886
"BBa_K1036002";"BBa_B0034";"1082--1093";"brick";2886
"BBa_K1036002";"BBa_B0034";"2089--2100";"brick";2886
"BBa_K1040005";"BBa_K1040000";"19--949";"brick";949
"BBa_K1040005";"BBa_B0034";"1--12";"brick";949
"BBa_K1045012";"BBa_J23110";"1--35";"brick";57
"BBa_K1045012";"BBa_K1045000";"43--57";"brick";57
"BBa_K1045013";"BBa_E0240";"66--941";"brick";941
"BBa_K1045013";"BBa_J23110";"1--35";"brick";941
"BBa_K1045013";"BBa_K1045000";"43--57";"brick";941
"BBa_K1045015";"BBa_E0240";"183--1058";"brick";1058
"BBa_K1045015";"BBa_K1045011";"21--109";"brick";1058
"BBa_K1045015";"BBa_K1045012";"118--174";"brick";1058
"BBa_K1045015";"BBa_J230117";"21--55";"brick";1058
"BBa_K1045015";"BBa_J23110";"118--152";"brick";1058
"BBa_K1045015";"BBa_K1045010";"1--12";"brick";1058
"BBa_K1045015";"BBa_K1045000";"161--174";"brick";1058
"BBa_K1045016";"BBa_K1045009";"1--129";"brick";776
"BBa_K1045016";"BBa_K1045001";"138--776";"brick";776
"BBa_K1059001";"BBa_J23101";"1--35";"brick";961
"BBa_K1059001";"BBa_B0035";"46--65";"brick";961
"BBa_K1059001";"BBa_B0015";"833--961";"brick";961
"BBa_K1059002";"BBa_B0015";"791--919";"brick";919
"BBa_K1065002";"BBa_K1065000";"1--1078";"brick";1215
"BBa_K1065002";"BBa_B0015";"1087--1215";"brick";1215
"BBa_K1065002";"BBa_B0010";"1087--1166";"brick";1215
"BBa_K1065002";"BBa_B0012";"1175--1215";"brick";1215
"BBa_K1072013";"BBa_K1072010";"589--1608";"brick";2691
"BBa_K1072013";"BBa_E0040";"1615--2334";"brick";2691
"BBa_K1072013";"BBa_J63006";"1--549";"brick";2691
"BBa_K1072013";"BBa_K801012";"2343--2691";"brick";2691
"BBa_K1072013";"BBa_K1072008";"556--582";"brick";2691
"BBa_K1072014";"BBa_K1072010";"655--1674";"brick";2757
"BBa_K1072014";"BBa_E0040";"1681--2400";"brick";2757
"BBa_K1072014";"BBa_J63006";"1--549";"brick";2757
"BBa_K1072014";"BBa_K801012";"2409--2757";"brick";2757
"BBa_K1072014";"BBa_K1072009";"589--648";"brick";2757
"BBa_K1072014";"BBa_K1072008";"556--582";"brick";2757
"BBa_K1072020";"BBa_K592009";"445--1113";"brick";1470
"BBa_K1072020";"BBa_K1072023";"1--438";"brick";1470
"BBa_K1072020";"BBa_K801012";"1122--1470";"brick";1470
"BBa_K1073028";"BBa_K1073011";"1--944";"brick";1938
"BBa_K1073028";"BBa_K1073000";"81--944";"brick";1938
"BBa_K1073028";"BBa_K1073014";"1090--1938";"brick";1938
"BBa_K1073028";"BBa_C0071";"1152--1938";"brick";1938
"BBa_K1073028";"BBa_B0015";"953--1081";"brick";1938
"BBa_K1073028";"BBa_B0010";"953--1032";"brick";1938
"BBa_K1073028";"BBa_K1073001";"1--74";"brick";1938
"BBa_K1073028";"BBa_K1073006";"1090--1145";"brick";1938
"BBa_K1073028";"BBa_R0071";"1--53";"brick";1938
"BBa_K1073028";"BBa_B0012";"1041--1081";"brick";1938
"BBa_K1073028";"BBa_J23100";"1090--1124";"brick";1938
"BBa_K1073028";"BBa_B0032";"62--74";"brick";1938
"BBa_K1073028";"BBa_B0032";"1133--1145";"brick";1938
"BBa_K1106003";"BBa_K516030";"527--1390";"brick";1390
"BBa_K1106003";"BBa_E1010";"548--1253";"brick";1390
"BBa_K1106003";"BBa_J33201";"1--518";"brick";1390
"BBa_K1106003";"BBa_B0015";"1262--1390";"brick";1390
"BBa_K1106003";"BBa_B0010";"1262--1341";"brick";1390
"BBa_K1106003";"BBa_B0012";"1350--1390";"brick";1390
"BBa_K1106003";"BBa_B0030";"527--541";"brick";1390
"BBa_K1106004";"BBa_E0840";"527--1404";"brick";1404
"BBa_K1106004";"BBa_E0040";"548--1267";"brick";1404
"BBa_K1106004";"BBa_J33201";"1--518";"brick";1404
"BBa_K1106004";"BBa_B0010";"1276--1355";"brick";1404
"BBa_K1106004";"BBa_B0012";"1364--1404";"brick";1404
"BBa_K1106004";"BBa_B0030";"527--541";"brick";1404
"BBa_K1106008";"BBa_C0061";"548--1165";"brick";1327
"BBa_K1106008";"BBa_J33201";"1--518";"brick";1327
"BBa_K1106008";"BBa_B0015";"1199--1327";"brick";1327
"BBa_K1106008";"BBa_B0010";"1199--1278";"brick";1327
"BBa_K1106008";"BBa_B0012";"1287--1327";"brick";1327
"BBa_K1106008";"BBa_B0030";"527--541";"brick";1327
"BBa_K1119008";"BBa_K648013";"634--1368";"brick";1866
"BBa_K1119008";"BBa_K1119006";"1--618";"brick";1866
"BBa_K1119008";"BBa_K404108";"1386--1866";"brick";1866
"BBa_K1119009";"BBa_K648013";"727--1461";"brick";1959
"BBa_K1119009";"BBa_K1119006";"1--618";"brick";1959
"BBa_K1119009";"BBa_K404108";"1479--1959";"brick";1959
"BBa_K1119009";"BBa_K1119001";"634--720";"brick";1959
"BBa_K1122003";"BBa_K592100";"430--1137";"brick";1137
"BBa_K1139110";"BBa_K934025";"930--1888";"brick";1888
"BBa_K1139110";"BBa_K553003";"1--921";"brick";1888
"BBa_K1139110";"BBa_I13504";"1014--1888";"brick";1888
"BBa_K1139110";"BBa_C0179";"62--784";"brick";1888
"BBa_K1139110";"BBa_E0040";"1032--1751";"brick";1888
"BBa_K1139110";"BBa_B0015";"793--921";"brick";1888
"BBa_K1139110";"BBa_B0010";"793--872";"brick";1888
"BBa_K1139110";"BBa_B0010";"1760--1839";"brick";1888
"BBa_K1139110";"BBa_K934024";"930--1005";"brick";1888
"BBa_K1139110";"BBa_B0012";"881--921";"brick";1888
"BBa_K1139110";"BBa_B0012";"1848--1888";"brick";1888
"BBa_K1139110";"BBa_J23100";"1--35";"brick";1888
"BBa_K1139110";"BBa_B0034";"44--55";"brick";1888
"BBa_K1139110";"BBa_B0034";"1014--1025";"brick";1888
"BBa_K1149002";"BBa_S05214";"157--2703";"brick";2703
"BBa_K1149002";"BBa_K1149030";"223--1959";"brick";2703
"BBa_K1149002";"BBa_K515005";"1960--2703";"brick";2703
"BBa_K1149002";"BBa_K206000";"1--130";"brick";2703
"BBa_K1149002";"BBa_J32015";"157--222";"brick";2703
"BBa_K1149002";"BBa_B0034";"139--150";"brick";2703
"BBa_K1149020";"BBa_K592009";"62--730";"brick";730
"BBa_K1149020";"BBa_K608002";"1--55";"brick";730
"BBa_K1149020";"BBa_J23104";"1--35";"brick";730
"BBa_K1149020";"BBa_B0034";"44--55";"brick";730
"BBa_K1149050";"BBa_K206000";"1--130";"brick";1698
"BBa_K1149050";"BBa_B0034";"139--150";"brick";1698
"BBa_K1149050";"BBa_K515005";"955--1698";"brick";1698
"BBa_K1149051";"BBa_K934001";"64--4271";"brick";4271
"BBa_K1149051";"BBa_J23104";"1--35";"brick";4271
"BBa_K1149051";"BBa_B0034";"44--55";"brick";4271
"BBa_K1315009";"BBa_C0179";"61--783";"brick";1674
"BBa_K1315009";"BBa_E0040";"955--1674";"brick";1674
"BBa_K1315009";"BBa_R0079";"792--948";"brick";1674
"BBa_K1315009";"BBa_R0040";"1--54";"brick";1674
"BBa_K1315011";"BBa_C0179";"61--783";"brick";948
"BBa_K1315011";"BBa_R0079";"792--948";"brick";948
"BBa_K1315011";"BBa_R0040";"1--54";"brick";948
"BBa_K1333309";"BBa_E1010";"102--807";"brick";807
"BBa_K1333309";"BBa_K115002";"44--95";"brick";807
"BBa_K1333309";"BBa_J23119";"1--35";"brick";807
"BBa_K1352001";"BBa_K1352011";"1237--4392";"brick";4529
"BBa_K1352001";"BBa_I0500";"1--1210";"brick";4529
"BBa_K1352001";"BBa_B0010";"4401--4480";"brick";4529
"BBa_K1352001";"BBa_B0012";"4489--4529";"brick";4529
"BBa_K1352001";"BBa_B0034";"1219--1230";"brick";4529
"BBa_K1352002";"BBa_K1352012";"1237--4290";"brick";4427
"BBa_K1352002";"BBa_I0500";"1--1210";"brick";4427
"BBa_K1352002";"BBa_B0010";"4299--4378";"brick";4427
"BBa_K1352002";"BBa_B0012";"4387--4427";"brick";4427
"BBa_K1352002";"BBa_B0034";"1219--1230";"brick";4427
"BBa_K1357009";"BBa_K592009";"19--687";"brick";824
"BBa_K1357009";"BBa_B0015";"696--824";"brick";824
"BBa_K1357009";"BBa_B0010";"696--775";"brick";824
"BBa_K1357009";"BBa_B0012";"784--824";"brick";824
"BBa_K1357009";"BBa_B0034";"1--12";"brick";824
"BBa_K1362000";"BBa_K1362505";"151--1219";"brick";1562
"BBa_K1362000";"BBa_K1362400";"1231--1532";"brick";1562
"BBa_K1362000";"BBa_K1362401";"39--139";"brick";1562
"BBa_K1362000";"BBa_K1362090";"1--29";"brick";1562
"BBa_K1362000";"BBa_K1362999";"1537--1562";"brick";1562
"BBa_K1362000";"BBa_K1362423";"144--150";"brick";1562
"BBa_K1362000";"BBa_K1362424";"1220--1226";"brick";1562
"BBa_K1362000";"BBa_G0000";"30--35";"brick";1562
"BBa_K1362000";"BBa_K1362419";"140--143";"brick";1562
"BBa_K1362000";"BBa_K1362415";"1227--1230";"brick";1562
"BBa_K1362000";"BBa_K1362421";"1533--1536";"brick";1562
"BBa_K1362000";"BBa_K1362414";"36--38";"brick";1562
"BBa_K1362100";"BBa_K1362422";"39--1121";"brick";1464
"BBa_K1362100";"BBa_J04450";"46--1114";"brick";1464
"BBa_K1362100";"BBa_E1010";"272--952";"brick";1464
"BBa_K1362100";"BBa_K1362400";"1126--1427";"brick";1464
"BBa_K1362100";"BBa_R0010";"46--245";"brick";1464
"BBa_K1362100";"BBa_B0010";"986--1065";"brick";1464
"BBa_K1362100";"BBa_B0012";"1074--1114";"brick";1464
"BBa_K1362100";"BBa_K1362090";"1--29";"brick";1464
"BBa_K1362100";"BBa_K1362430";"1434--1457";"brick";1464
"BBa_K1362100";"BBa_B0034";"254--265";"brick";1464
"BBa_K1362100";"BBa_K1362423";"39--45";"brick";1464
"BBa_K1362100";"BBa_K1362424";"1115--1121";"brick";1464
"BBa_K1362100";"BBa_G0000";"30--35";"brick";1464
"BBa_K1362100";"BBa_K1362417";"1428--1433";"brick";1464
"BBa_K1362100";"BBa_K1362415";"1122--1125";"brick";1464
"BBa_K1362100";"BBa_K1362421";"1458--1461";"brick";1464
"BBa_K1362100";"BBa_K1362414";"36--38";"brick";1464
"BBa_K1362100";"BBa_K1362437";"1462--1464";"brick";1464
"BBa_K1362101";"BBa_K1362422";"171--1253";"brick";1259
"BBa_K1362101";"BBa_J04450";"178--1246";"brick";1259
"BBa_K1362101";"BBa_E1010";"404--1084";"brick";1259
"BBa_K1362101";"BBa_R0010";"178--377";"brick";1259
"BBa_K1362101";"BBa_K1362401";"66--166";"brick";1259
"BBa_K1362101";"BBa_B0010";"1118--1197";"brick";1259
"BBa_K1362101";"BBa_B0012";"1206--1246";"brick";1259
"BBa_K1362101";"BBa_K1362090";"1--29";"brick";1259
"BBa_K1362101";"BBa_K1362431";"39--59";"brick";1259
"BBa_K1362101";"BBa_B0034";"386--397";"brick";1259
"BBa_K1362101";"BBa_K1362423";"171--177";"brick";1259
"BBa_K1362101";"BBa_K1362424";"1247--1253";"brick";1259
"BBa_K1362101";"BBa_G0000";"30--35";"brick";1259
"BBa_K1362101";"BBa_K1362418";"60--63";"brick";1259
"BBa_K1362101";"BBa_K1362419";"167--170";"brick";1259
"BBa_K1362101";"BBa_K1362421";"1254--1257";"brick";1259
"BBa_K1362101";"BBa_K1362414";"36--38";"brick";1259
"BBa_K1362101";"BBa_K1362464";"64--65";"brick";1259
"BBa_K1362101";"BBa_K1362465";"1258--1259";"brick";1259
"BBa_K1362102";"BBa_K1362422";"39--1121";"brick";1464
"BBa_K1362102";"BBa_J04450";"46--1114";"brick";1464
"BBa_K1362102";"BBa_E1010";"272--952";"brick";1464
"BBa_K1362102";"BBa_K1362400";"1126--1427";"brick";1464
"BBa_K1362102";"BBa_R0010";"46--245";"brick";1464
"BBa_K1362102";"BBa_B0010";"986--1065";"brick";1464
"BBa_K1362102";"BBa_B0012";"1074--1114";"brick";1464
"BBa_K1362102";"BBa_K1362090";"1--29";"brick";1464
"BBa_K1362102";"BBa_K1362430";"1434--1457";"brick";1464
"BBa_K1362102";"BBa_B0034";"254--265";"brick";1464
"BBa_K1362102";"BBa_K1362423";"39--45";"brick";1464
"BBa_K1362102";"BBa_K1362424";"1115--1121";"brick";1464
"BBa_K1362102";"BBa_G0000";"30--35";"brick";1464
"BBa_K1362102";"BBa_K1362417";"1428--1433";"brick";1464
"BBa_K1362102";"BBa_K1362416";"1122--1125";"brick";1464
"BBa_K1362102";"BBa_K1362421";"1458--1461";"brick";1464
"BBa_K1362102";"BBa_K1362414";"36--38";"brick";1464
"BBa_K1362102";"BBa_K1362437";"1462--1464";"brick";1464
"BBa_K1363400";"BBa_K592020";"2150--4089";"brick";4089
"BBa_K1363400";"BBa_K592016";"209--2004";"brick";4089
"BBa_K1363400";"BBa_K592004";"227--1357";"brick";4089
"BBa_K1363400";"BBa_Q04510";"2408--3394";"brick";4089
"BBa_K1363400";"BBa_C0051";"2426--3175";"brick";4089
"BBa_K1363400";"BBa_K592009";"3421--4089";"brick";4089
"BBa_K1363400";"BBa_K592005";"1384--2004";"brick";4089
"BBa_K1363400";"BBa_K592006";"2150--2399";"brick";4089
"BBa_K1363400";"BBa_R0010";"1--200";"brick";4089
"BBa_K1363400";"BBa_B0015";"2013--2141";"brick";4089
"BBa_K1363400";"BBa_B0010";"2013--2092";"brick";4089
"BBa_K1363400";"BBa_B0010";"3209--3288";"brick";4089
"BBa_K1363400";"BBa_R0051";"3346--3394";"brick";4089
"BBa_K1363400";"BBa_B0012";"2101--2141";"brick";4089
"BBa_K1363400";"BBa_B0012";"3297--3337";"brick";4089
"BBa_K1363400";"BBa_B0034";"209--220";"brick";4089
"BBa_K1363400";"BBa_B0034";"1366--1377";"brick";4089
"BBa_K1363400";"BBa_B0034";"2408--2419";"brick";4089
"BBa_K1363400";"BBa_B0034";"3403--3414";"brick";4089
"BBa_K1364007";"BBa_K1364002";"1--187";"brick";324
"BBa_K1364007";"BBa_B0015";"196--324";"brick";324
"BBa_K1364007";"BBa_B0010";"196--275";"brick";324
"BBa_K1364007";"BBa_B0012";"284--324";"brick";324
"BBa_K1364017";"BBa_K823002";"1--157";"brick";177
"BBa_K1364017";"BBa_K143021";"166--177";"brick";177
"BBa_K137053";"BBa_K137009";"62--415";"brick";552
"BBa_K137053";"BBa_B0010";"424--503";"brick";552
"BBa_K137053";"BBa_B0012";"512--552";"brick";552
"BBa_K137053";"BBa_J23100";"1--35";"brick";552
"BBa_K137053";"BBa_B0034";"44--55";"brick";552
"BBa_K137054";"BBa_K137011";"62--1114";"brick";1251
"BBa_K137054";"BBa_B0010";"1123--1202";"brick";1251
"BBa_K137054";"BBa_B0012";"1211--1251";"brick";1251
"BBa_K137054";"BBa_J23100";"1--35";"brick";1251
"BBa_K137054";"BBa_B0034";"44--55";"brick";1251
"BBa_K137055";"BBa_K137005";"62--646";"brick";783
"BBa_K137055";"BBa_B0010";"655--734";"brick";783
"BBa_K137055";"BBa_B0012";"743--783";"brick";783
"BBa_K137055";"BBa_J23100";"1--35";"brick";783
"BBa_K137055";"BBa_B0034";"44--55";"brick";783
"BBa_K137076";"BBa_K137069";"1089--2867";"brick";3004
"BBa_K137076";"BBa_F2622";"1--1062";"brick";3004
"BBa_K137076";"BBa_C0062";"82--837";"brick";3004
"BBa_K137076";"BBa_B0015";"2876--3004";"brick";3004
"BBa_K137076";"BBa_B0010";"871--950";"brick";3004
"BBa_K137076";"BBa_B0010";"2876--2955";"brick";3004
"BBa_K137076";"BBa_R0062";"1008--1062";"brick";3004
"BBa_K137076";"BBa_R0011";"1--54";"brick";3004
"BBa_K137076";"BBa_B0012";"959--999";"brick";3004
"BBa_K137076";"BBa_B0012";"2964--3004";"brick";3004
"BBa_K137076";"BBa_B0034";"64--75";"brick";3004
"BBa_K137076";"BBa_B0034";"1071--1082";"brick";3004
"BBa_K137079";"BBa_S04059";"1089--3442";"brick";3442
"BBa_K137079";"BBa_K137068";"1089--3305";"brick";3442
"BBa_K137079";"BBa_S03975";"1--1082";"brick";3442
"BBa_K137079";"BBa_F2622";"1--1062";"brick";3442
"BBa_K137079";"BBa_C0062";"82--837";"brick";3442
"BBa_K137079";"BBa_B0010";"871--950";"brick";3442
"BBa_K137079";"BBa_B0010";"3314--3393";"brick";3442
"BBa_K137079";"BBa_R0062";"1008--1062";"brick";3442
"BBa_K137079";"BBa_R0011";"1--54";"brick";3442
"BBa_K137079";"BBa_B0012";"959--999";"brick";3442
"BBa_K137079";"BBa_B0012";"3402--3442";"brick";3442
"BBa_K137079";"BBa_B0034";"64--75";"brick";3442
"BBa_K137079";"BBa_B0034";"1071--1082";"brick";3442
"BBa_K1404001";"BBa_K540000";"1315--4437";"brick";4437
"BBa_K1404001";"BBa_K1404002";"1--1306";"brick";4437
"BBa_K1405004";"BBa_J23100";"1--35";"brick";1696
"BBa_K1407000";"BBa_I1466";"1--884";"brick";1680
"BBa_K1407000";"BBa_K575014";"893--1680";"brick";1680
"BBa_K1407000";"BBa_C0171";"19--747";"brick";1680
"BBa_K1407000";"BBa_E1010";"975--1680";"brick";1680
"BBa_K1407000";"BBa_B0010";"756--835";"brick";1680
"BBa_K1407000";"BBa_R0071";"893--945";"brick";1680
"BBa_K1407000";"BBa_B0012";"844--884";"brick";1680
"BBa_K1407000";"BBa_B0030";"954--968";"brick";1680
"BBa_K1407000";"BBa_B0034";"1--12";"brick";1680
"BBa_K1415101";"BBa_K1415001";"62--170";"brick";170
"BBa_K1415101";"BBa_J23101";"1--35";"brick";170
"BBa_K1415101";"BBa_B0034";"44--55";"brick";170
"BBa_K1415102";"BBa_K1415002";"62--170";"brick";170
"BBa_K1415102";"BBa_J23101";"1--35";"brick";170
"BBa_K1415102";"BBa_B0034";"44--55";"brick";170
"BBa_K1415103";"BBa_K1415003";"62--170";"brick";170
"BBa_K1415103";"BBa_J23101";"1--35";"brick";170
"BBa_K1415103";"BBa_B0034";"44--55";"brick";170
"BBa_K1415104";"BBa_K1415004";"62--170";"brick";170
"BBa_K1415104";"BBa_J23101";"1--35";"brick";170
"BBa_K1415104";"BBa_B0034";"44--55";"brick";170
"BBa_K1415105";"BBa_K1415005";"62--170";"brick";170
"BBa_K1415105";"BBa_J23101";"1--35";"brick";170
"BBa_K1415105";"BBa_B0034";"44--55";"brick";170
"BBa_K1415106";"BBa_K1415006";"62--170";"brick";170
"BBa_K1415106";"BBa_J23101";"1--35";"brick";170
"BBa_K1415106";"BBa_B0034";"44--55";"brick";170
"BBa_K1415107";"BBa_K1415007";"62--164";"brick";164
"BBa_K1415107";"BBa_J23101";"1--35";"brick";164
"BBa_K1415107";"BBa_B0034";"44--55";"brick";164
"BBa_K1415108";"BBa_K1415008";"62--149";"brick";149
"BBa_K1415108";"BBa_J23101";"1--35";"brick";149
"BBa_K1415108";"BBa_B0034";"44--55";"brick";149
"BBa_K1415109";"BBa_K1415009";"62--125";"brick";125
"BBa_K1415109";"BBa_J23101";"1--35";"brick";125
"BBa_K1415109";"BBa_B0034";"44--55";"brick";125
"BBa_K143062";"BBa_K143033";"1--1086";"brick";1223
"BBa_K143062";"BBa_B0010";"1095--1174";"brick";1223
"BBa_K143062";"BBa_B0012";"1183--1223";"brick";1223
"BBa_K143064";"BBa_J31005";"1--660";"brick";797
"BBa_K143064";"BBa_B0010";"669--748";"brick";797
"BBa_K143064";"BBa_B0012";"757--797";"brick";797
"BBa_K145279";"BBa_K145201";"1--883";"brick";1829
"BBa_K145279";"BBa_E0240";"954--1829";"brick";1829
"BBa_K145279";"BBa_E0040";"973--1692";"brick";1829
"BBa_K145279";"BBa_C0040";"62--746";"brick";1829
"BBa_K145279";"BBa_B0015";"755--883";"brick";1829
"BBa_K145279";"BBa_B0010";"755--834";"brick";1829
"BBa_K145279";"BBa_B0010";"1701--1780";"brick";1829
"BBa_K145279";"BBa_R0040";"892--945";"brick";1829
"BBa_K145279";"BBa_B0012";"843--883";"brick";1829
"BBa_K145279";"BBa_B0012";"1789--1829";"brick";1829
"BBa_K145279";"BBa_J23116";"1--35";"brick";1829
"BBa_K145279";"BBa_B0032";"954--966";"brick";1829
"BBa_K145279";"BBa_B0034";"44--55";"brick";1829
"BBa_K145280";"BBa_K145205";"892--1868";"brick";1868
"BBa_K145280";"BBa_K145201";"1--883";"brick";1868
"BBa_K145280";"BBa_K145015";"973--1731";"brick";1868
"BBa_K145280";"BBa_C0040";"62--746";"brick";1868
"BBa_K145280";"BBa_B0015";"755--883";"brick";1868
"BBa_K145280";"BBa_B0010";"755--834";"brick";1868
"BBa_K145280";"BBa_B0010";"1740--1819";"brick";1868
"BBa_K145280";"BBa_R0040";"892--945";"brick";1868
"BBa_K145280";"BBa_B0012";"843--883";"brick";1868
"BBa_K145280";"BBa_B0012";"1828--1868";"brick";1868
"BBa_K145280";"BBa_J23116";"1--35";"brick";1868
"BBa_K145280";"BBa_B0032";"954--966";"brick";1868
"BBa_K145280";"BBa_B0034";"44--55";"brick";1868
"BBa_K1455003";"BBa_E1010";"81--786";"brick";923
"BBa_K1455003";"BBa_B0010";"795--874";"brick";923
"BBa_K1455003";"BBa_R0040";"1--54";"brick";923
"BBa_K1455003";"BBa_B0012";"883--923";"brick";923
"BBa_K1455003";"BBa_B0034";"63--74";"brick";923
"BBa_K1460001";"BBa_J61101";"72--85";"brick";1028
"BBa_K1460001";"BBa_B1006";"989--1027";"brick";1028
"BBa_K1460004";"BBa_J23102";"1--35";"brick";741
"BBa_K1460004";"BBa_J61101";"43--56";"brick";741
"BBa_K1460004";"BBa_B1006";"702--740";"brick";741
"BBa_K1463000";"BBa_E0040";"1025--1744";"brick";1744
"BBa_K1463000";"BBa_K1463520";"1--705";"brick";1744
"BBa_K1463000";"BBa_B0010";"856--935";"brick";1744
"BBa_K1463000";"BBa_K1463041";"944--998";"brick";1744
"BBa_K1463000";"BBa_K1463040";"732--785";"brick";1744
"BBa_K1463000";"BBa_K1463501";"813--847";"brick";1744
"BBa_K1463000";"BBa_B0034";"1007--1018";"brick";1744
"BBa_K1463000";"BBa_K1463030";"794--804";"brick";1744
"BBa_K1463000";"BBa_K1463560";"714--723";"brick";1744
"BBa_K1463601";"BBa_K1463600";"19--1515";"brick";1515
"BBa_K1463601";"BBa_B0034";"1--12";"brick";1515
"BBa_K1463602";"BBa_K1463600";"83--1579";"brick";1579
"BBa_K1463602";"BBa_J23116";"1--35";"brick";1579
"BBa_K1463602";"BBa_B0032";"44--56";"brick";1579
"BBa_K1463602";"BBa_B0034";"65--76";"brick";1579
"BBa_K1463603";"BBa_K1463600";"83--1579";"brick";1579
"BBa_K1463603";"BBa_J23106";"1--35";"brick";1579
"BBa_K1463603";"BBa_B0032";"44--56";"brick";1579
"BBa_K1463603";"BBa_B0034";"65--76";"brick";1579
"BBa_K1465223";"BBa_K1465204";"32--2705";"brick";5084
"BBa_K1465223";"BBa_K1465222";"2714--5084";"brick";5084
"BBa_K1465223";"BBa_I719005";"1--23";"brick";5084
"BBa_K1491010";"BBa_K1491000";"209--949";"brick";949
"BBa_K1491010";"BBa_K1491001";"227--949";"brick";949
"BBa_K1491010";"BBa_K592100";"227--925";"brick";949
"BBa_K1491010";"BBa_R0010";"1--200";"brick";949
"BBa_K1491010";"BBa_B0034";"209--220";"brick";949
"BBa_K1491012";"BBa_K1491005";"209--967";"brick";967
"BBa_K1491012";"BBa_K1491004";"227--967";"brick";967
"BBa_K1491012";"BBa_K864100";"227--943";"brick";967
"BBa_K1491012";"BBa_R0010";"1--200";"brick";967
"BBa_K1491012";"BBa_B0034";"209--220";"brick";967
"BBa_K1491014";"BBa_K1491009";"209--925";"brick";925
"BBa_K1491014";"BBa_K1491008";"227--925";"brick";925
"BBa_K1491014";"BBa_E1010";"227--901";"brick";925
"BBa_K1491014";"BBa_R0010";"1--200";"brick";925
"BBa_K1491014";"BBa_B0034";"209--220";"brick";925
"BBa_K1529311";"BBa_J54103";"64--990";"brick";990
"BBa_K1529311";"BBa_E0040";"134--853";"brick";990
"BBa_K1529311";"BBa_B0010";"863--942";"brick";990
"BBa_K1529311";"BBa_K1529310";"1--55";"brick";990
"BBa_K1529311";"BBa_B0012";"950--990";"brick";990
"BBa_K1529311";"BBa_J54033";"64--83";"brick";990
"BBa_K1529311";"BBa_J54025";"90--109";"brick";990
"BBa_K1529311";"BBa_B0030";"112--127";"brick";990
"BBa_K1529321";"BBa_J54103";"64--990";"brick";990
"BBa_K1529321";"BBa_E0040";"134--853";"brick";990
"BBa_K1529321";"BBa_B0010";"863--942";"brick";990
"BBa_K1529321";"BBa_K1529320";"1--55";"brick";990
"BBa_K1529321";"BBa_B0012";"950--990";"brick";990
"BBa_K1529321";"BBa_J54033";"64--83";"brick";990
"BBa_K1529321";"BBa_J54025";"90--109";"brick";990
